Year,Month,mean,variance,median,std_dev,skewness,kurtosis,q25,q75,IQR
1996,9,4.216987951807228,13.884714022354476,3.5,3.7262198032797897,1.5785003087416734,5.880314226044029,1.5,5,3.5
1996,10,4.017133358905511,14.349712679207759,3.5,3.788101461049817,1.6337286638437396,5.919633548671597,1.5,5,3.5
1996,11,3.9663299663299667,13.999988663288324,3.5,3.741655871841814,1.6340514369975567,6.118516140734101,1.5,5,3.5
1996,12,3.9021875,13.04768857421875,3.5,3.6121584370316246,1.7542075903743206,6.837248087950075,1.5,5,3.5
1997,1,3.974377925597438,13.299481264006799,3.5,3.6468453852620075,1.8123708619092016,6.658575891363343,1.5,5,3.5
1997,2,3.837930587930588,12.91772760511429,3.5,3.594124038637828,1.8634683380922303,7.119585778830244,1.5,5,3.5
1997,3,3.651315789473684,12.652429016620497,3.5,3.557025304467273,1.6205699575039978,6.198601589528792,1.5,5,3.5
1997,4,3.834239834239834,12.763845730564194,3.5,3.5726524782805553,1.6018506083795134,6.048875515515915,1.5,5,3.5
1997,5,3.87170731707317,13.417929000594881,3.5,3.663049139800732,1.813315412159128,6.7431469157893185,1.5,4.44512195121951,2.9451219512195097
1997,6,3.6772856772856777,11.719350109922503,3.5,3.42335363494958,1.8484475807516114,7.082354650764146,1.5,5,3.5
1997,7,3.3469387755102047,9.660245730945437,3.5,3.1080935846504745,1.7360775401536288,7.363942896629682,1.5,4,2.5
1997,8,3.506569751188147,12.29499821765326,3.5,3.5064224243027624,2.1327453980811093,8.390165668052607,1.5,4.16438356164384,2.66438356164384
1997,9,3.542371769644497,10.724197058657364,3.5,3.2747819864316714,1.9212880126646172,7.974906176250876,1.5,5,3.5
1997,10,3.2891414141414135,9.83855282624222,3.5,3.1366467487178435,1.6949202024348622,7.187560905561333,1.5,4.06944444444444,2.56944444444444
1997,11,3.6671258034894403,11.455456560765851,3.5,3.384591047787879,1.7457162553987033,7.157692328536687,1.5,5,3.5
1997,12,3.6781249999999988,12.690254991319442,3.5,3.5623384161698395,1.5530705797068372,6.1084760496475035,1.5,5,3.5
1998,1,2.958175505050505,12.571105726615908,1.5,3.5455755141606993,1.748082720789656,7.114576902860991,0,4.265625,4.265625
1998,2,2.823590453130404,8.685948717144932,3.5,2.947193362700339,1.7849386832884955,8.9202016500031025,1.5,3.84745762711864,2.34745762711864
1998,3,3.2883597883597884,12.083196540868501,3.5,3.4760892596233055,1.4879708915123198,5.654452928930153,1.5,4.42063492063492,2.92063492063492
1998,4,2.988679846938776,9.877897454023064,3.5,3.1429122568126306,1.6671515792841824,7.325598361243346,1.5,4.0390625,2.5390625
1998,5,3.4737516005121627,10.599570209315747,3.5,3.255698113971218,1.6034714457333892,6.2881272655685,1.5,5,3.5
1998,6,3.6110399772371604,12.402600522466109,3.5,3.521732602351591,1.6834008353107883,6.549701494105275,1.5,5,3.5
1998,7,3.3758982466225933,10.262834062024181,3.5,3.203565835444026,1.58024197523181,6.549112652060097,1.5,5,3.5
1998,8,2.958813960366755,8.139332112678668,3.5,2.8529514739438993,1.3845798552654252,5.805753555858509,1.5,3.7463768115942,2.2463768115942
1998,9,3.1111288265306123,11.55506059995347,3.5,3.3992735400307916,1.565026298306332,6.160825401737548,1.5,4.171875,2.671875
1998,10,2.9030612244897958,8.47886817992503,3.5,2.911849614922623,1.279541293924353,5.5561693054091945,1.5,3.9,2.4
1998,11,2.95828125,11.11408596191406,1.5,3.33377953108991,1.544999600994459,6.391209525459597,0,4.1328125,4.1328125
1998,12,3.0185436454093173,9.88282959201771,3.5,3.143696803449358,1.5999093566309441,7.232155396736404,1.5,4.03731343283582,2.53731343283582
1999,1,3.3105694627433753,10.72422715932801,3.5,3.2747865822566222,1.5901907437744547,6.561526875807365,1.5,4.22463768115942,2.72463768115942
1999,2,3.1407028026746335,9.825104827082548,3.5,3.1345023252635413,1.798170877235274,7.516789454018419,1.5,3.93661971830986,2.43661971830986
1999,3,3.5570876999448426,12.577721450978087,3.5,3.5465083463849463,1.6885818877939003,6.577824728766009,1.5,5,3.5
1999,4,3.233653846153846,8.355276442307693,3.5,2.8905495052511543,1.9599001719199771,9.06649972621538,1.5,3.76282051282051,2.26282051282051
1999,5,3.540263748597082,11.527447487800439,3.5,3.3952094910035284,1.8372492438373507,7.3085025737816975,1.5,4.29861111111111,2.79861111111111
1999,6,3.3535714285714278,10.632181122448978,3.5,3.260702550440469,1.2367910539264928,4.492516056167009,1.5,4.21428571428571,2.71428571428571
1999,7,3.287878787878788,10.095156106519742,3.5,3.177287539162885,1.1944883651685654,4.596950856627052,1.5,4.25,2.75
1999,8,3.380821199003017,8.27993743569215,3.5,2.877488042667102,1.9518567960591493,8.846235811876376,1.5,3.87012987012987,2.37012987012987
1999,9,3.570612244897959,11.620826155768428,3.5,3.408933287080935,1.607479287874031,5.879944628037103,1.5,4.21333333333333,2.7133333333333303
1999,10,3.7429674572531724,9.685033689091684,3.5,3.112078676558754,1.7237825016710742,6.7887168278050005,1.5,5,3.5
1999,11,3.6283783783783794,11.371454845634386,3.5,3.3721587812015,1.4702247156024155,5.69837381766954,1.5,5,3.5
1999,12,3.885392385392386,13.263701506125749,3.5,3.641936504955262,1.580138932673376,5.747521195541823,1.5,5,3.5
2000,1,3.7380952380952386,12.093485879200166,3.5,3.4775689610991423,1.318506625832899,5.213527703807472,1.5,5,3.5
2000,2,3.8601600419782245,11.235264019117908,3.5,3.351904536098531,1.5148663596567868,5.603262005231408,1.5,5,3.5
2000,3,4.047222222222223,10.063294051627386,3.5,3.1722695427134475,1.5334794683611024,6.090432506224047,1.5,5,3.5
2000,4,3.91138047138047,9.481553537620876,3.5,3.079213136114627,1.586506657432659,6.714390882688637,1.5,5,3.5
2000,5,3.9399367088607593,11.50408547908989,3.5,3.3917673091015383,1.5175474959539346,5.446606890139585,1.5,5,3.5
2000,6,3.8745563745563754,12.093674290029739,3.5,3.477596050439116,1.5970309530859577,6.353522326489018,1.5,5,3.5
2000,7,3.977272727272727,13.07681932966024,3.5,3.616188508590259,1.5352516549081319,5.739619875810048,1.5,5,3.5
2000,8,3.6316498316498316,14.127595370086953,3.5,3.758669361634108,1.8097223492610166,6.624751450142911,1.5,5,3.5
2000,9,3.962462462462462,13.809934832457355,3.5,3.7161720671219403,1.6651108667942016,6.284716084682894,1.5,5,3.5
2000,10,4.398030942334741,15.329759612540151,3.5,3.915323691923843,1.3856393362018158,4.9303305290066914,1.5,5.05063291139241,3.5506329113924098
2000,11,3.8848979591836734,13.938563765097875,3.5,3.733438598008259,1.7068241974713767,6.367144450401017,1.5,5,3.5
2000,12,3.646258503401361,13.046777384423159,3.5,3.6120323066693576,1.5378480427858836,6.0030756870030775,1.5,5,3.5
2001,1,3.9553386572020104,14.105824421508892,3.5,3.7557721471767813,1.3468506295351568,5.135437900883715,1.5,5,3.5
2001,2,3.3485499462943062,14.824336139566345,3.5,3.8502384522995903,1.5524957212363568,6.297429957371424,0,4.92982456140351,4.92982456140351
2001,3,3.587801087801088,14.323078130537336,3.5,3.7845842744662637,1.3677210559840223,5.361362397696745,1.5,5,3.5
2001,4,4.025855570631691,16.800397957219012,3.5,4.098828851906238,1.2328332176596708,4.644754130439212,1.5,5.30597014925373,3.8059701492537297
2001,5,4.215025140490979,16.331063375802334,3.5,4.041171040156843,1.391325065987856,5.402281512297778,1.5,5.15942028985507,3.6594202898550696
2001,6,4.164818101153505,16.90938418787908,3.5,4.112102161653949,1.2615830762780527,4.522527152375011,1.5,5.13768115942029,3.63768115942029
2001,7,3.383838383838384,14.168535098459344,3.5,3.7641114620132257,1.4206960408729459,5.555510739193609,0,5,5
2001,8,3.302704463994787,14.174328237015466,3.5,3.764880906086601,1.443318747806373,5.698804890679279,0,5,5
2001,9,3.596219931271478,16.594722251744784,3.5,4.073662019822556,1.3454549442533645,5.17608592260555,0,5,5
2001,10,2.3096465390279826,16.264904314366834,1.5,4.032977103129503,1.5418365739448592,5.702791386328745,0,5,5
2001,11,1.8503681885125183,14.033730666036208,0,3.7461621249001236,1.5921068596767438,5.911043402013446,0,3.5,3.5
2001,12,2.5993814432989693,15.314156318418535,1.5,3.9133305915062344,1.2997629927050367,4.718438064953041,0,4.83,4.83
2002,1,2.605997501041232,11.504910013372532,1.5,3.391888856282371,1.453979790371383,6.262527002244811,0,4.44897959183673,4.44897959183673
2002,2,2.7922077922077917,10.406771799628943,1.5,3.2259528514268374,1.1859292768516443,4.609164934311044,0,4.36363636363636,4.36363636363636
2002,3,3.3293455313159743,12.10701842920186,3.5,3.4795141082056067,1.6279306081496956,6.899652771006268,0,4.55172413793103,4.55172413793103
2002,4,3.4084821428571432,10.44406688456633,3.5,3.231728157590971,1.4342814625057594,6.333521205682361,1.5,4.359375,2.859375
2002,5,3.4024583663758925,11.69768382406119,3.5,3.420187688426059,1.7231107267315615,7.238503237432317,1.5,4.45384615384615,2.9538461538461496
